category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Occupation,11615,4.5,4,"Standing, moderate effort, lifting items continuously, 10 - 20 lbs, with limited walking or resting","Standing, moderate effort, lifting items continuously, 10 - 20 lbs, with limited walking or resting",2024 Adult Compendium of Physical Activities
Occupation,11620,3.8,3,"Standing, moderate effort, intermittent lifting 50 lbs, hitch or twisting ropes","Standing, moderate effort, intermittent lifting 50 lbs, hitch or twisting ropes",2024 Adult Compendium of Physical Activities
Occupation,11630,4.5,4,"Standing, moderate/heavy tasks (e.g., lifting more than 50 lbs, masonry, painting, paper hanging)","Standing, moderate/heavy tasks (e.g., lifting more than 50 lbs, masonry, painting, paper hanging)",2024 Adult Compendium of Physical Activities
Occupation,11650,2.3,2,"Patient care, healthcare activites","Patient care, healthcare activites",2024 Adult Compendium of Physical Activities
Occupation,11660,3.5,3,"Patient care, room cleaning/preperation","Patient care, room cleaning/preperation",2024 Adult Compendium of Physical Activities
Occupation,11708,5.3,4,"Steel mill, moderate effort (e.g., fettling, forging, tipping molds)","Steel mill, moderate effort (e.g., fettling, forging, tipping molds)",2024 Adult Compendium of Physical Activities
Occupation,11710,8.3,5,"Steel mill, vigorous effort (e.g., hand rolling, merchant mill rolling, removing slag, tending furnace)","Steel mill, vigorous effort (e.g., hand rolling, merchant mill rolling, removing slag, tending furnace)",2024 Adult Compendium of Physical Activities
Occupation,11720,2.3,2,"Tailoring, cutting fabric","Tailoring, cutting fabric",2024 Adult Compendium of Physical Activities
Occupation,11730,2.5,2,"Tailoring, general","Tailoring, general",2024 Adult Compendium of Physical Activities
Occupation,11740,1.8,2,"Tailoring, hand sewing","Tailoring, hand sewing",2024 Adult Compendium of Physical Activities
Occupation,11750,2.5,2,"Tailoring, machine sewing","Tailoring, machine sewing",2024 Adult Compendium of Physical Activities
Occupation,11760,3.5,3,"Tailoring, pressing","Tailoring, pressing",2024 Adult Compendium of Physical Activities
Occupation,11763,2.0,2,"Tailoring, weaving, light effort (e.g., finishing operations, washing, dyeing, inspecting cloth, counting yards, paperwork) Tailoring, weaving, moderate effort (e.g., spinning and weaving operations, delivering boxes of yarn to spinners, loading of warp Occupation 11765 4.0 bean, pinwinding, conewinding, warping, cloth clutting)","Tailoring, weaving, light effort (e.g., finishing operations, washing, dyeing, inspecting cloth, counting yards, paperwork) Tailoring, weaving, moderate effort (e.g., spinning and weaving operations, delivering boxes of yarn to spinners, loading of warp Occupation 11765 4.0 bean, pinwinding, conewinding, warping, cloth clutting)",2024 Adult Compendium of Physical Activities
Occupation,11766,6.5,5,"Truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy loads","Truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy loads",2024 Adult Compendium of Physical Activities
Occupation,11767,2.0,2,"Truck driving, delivery truck, taxi, shuttlebus, school bus","Truck driving, delivery truck, taxi, shuttlebus, school bus",2024 Adult Compendium of Physical Activities
Occupation,11770,1.3,1,"Typing, electric, manual or computer","Typing, electric, manual or computer",2024 Adult Compendium of Physical Activities
Occupation,11780,6.3,5,"Using heavy power tools such as pneumatic tools (e.g., jackhammers, drills, etc.)","Using heavy power tools such as pneumatic tools (e.g., jackhammers, drills, etc.)",2024 Adult Compendium of Physical Activities
Occupation,11790,7.8,5,"Using heavy tools (not power) such as shovel, pick, tunnel bar, spade","Using heavy tools (not power) such as shovel, pick, tunnel bar, spade",2024 Adult Compendium of Physical Activities
Occupation,11791,2.0,2,"Walking on job, less than 2.0 mph, very slow speed, in office or lab area","Walking on job, less than 2.0 mph, very slow speed, in office or lab area",2024 Adult Compendium of Physical Activities
Occupation,11792,3.8,3,"Walking on job, 2.8 to 3.4 mph, in office, moderate speed, not carrying anything","Walking on job, 2.8 to 3.4 mph, in office, moderate speed, not carrying anything",2024 Adult Compendium of Physical Activities
Occupation,11793,4.8,4,"Walking on job, 3.5 to 3.9 mph, in office, brisk speed, not carrying anything","Walking on job, 3.5 to 3.9 mph, in office, brisk speed, not carrying anything",2024 Adult Compendium of Physical Activities
Occupation,11795,3.5,3,"Walking on job, 2.5 mph, slow speed, carrying light objects less than 25 lbs","Walking on job, 2.5 mph, slow speed, carrying light objects less than 25 lbs",2024 Adult Compendium of Physical Activities
Occupation,11796,3.0,3,"Walking, gathering things at work, ready to leave","Walking, gathering things at work, ready to leave",2024 Adult Compendium of Physical Activities
Occupation,11797,3.8,3,"Walking, 2.5 mph, slow speed, carrying heavy objects more than 25 lbs","Walking, 2.5 mph, slow speed, carrying heavy objects more than 25 lbs",2024 Adult Compendium of Physical Activities
Occupation,11800,4.5,4,"Walking, 3.0 mph, moderately and carrying light objects less than 25 lbs","Walking, 3.0 mph, moderately and carrying light objects less than 25 lbs",2024 Adult Compendium of Physical Activities
Occupation,11805,3.8,3,"Walking, pushing a wheelchair","Walking, pushing a wheelchair",2024 Adult Compendium of Physical Activities
Occupation,11810,4.5,4,"Walking, 3.5 mph, briskly and carrying objects less than 25 lbs","Walking, 3.5 mph, briskly and carrying objects less than 25 lbs",2024 Adult Compendium of Physical Activities
Occupation,11820,4.0,3,"Walking or walk downstairs or standing, carrying objects about 25 to 49 lbs","Walking or walk downstairs or standing, carrying objects about 25 to 49 lbs",2024 Adult Compendium of Physical Activities
Occupation,11830,5.5,4,"Walking or walk downstairs or standing, carrying objects about 50 to 74 lbs","Walking or walk downstairs or standing, carrying objects about 50 to 74 lbs",2024 Adult Compendium of Physical Activities
Occupation,11840,7.0,5,"Walking or walk downstairs or standing, carrying objects about 75 to 99 lbs","Walking or walk downstairs or standing, carrying objects about 75 to 99 lbs",2024 Adult Compendium of Physical Activities
Occupation,11850,7.3,5,"Walking or walk downstairs or standing, carrying objects about 100 lbs or more","Walking or walk downstairs or standing, carrying objects about 100 lbs or more",2024 Adult Compendium of Physical Activities
Occupation,11860,2.3,2,"Warehouse/Shipping Center, Loading/Unloading boxes","Warehouse/Shipping Center, Loading/Unloading boxes",2024 Adult Compendium of Physical Activities
Occupation,11862,4.3,4,"Warehouse/Shipping Center, Moving boxes (~5kg)","Warehouse/Shipping Center, Moving boxes (~5kg)",2024 Adult Compendium of Physical Activities
Occupation,11870,3.0,3,"Working in scene shop, theater actor, backstage employee","Working in scene shop, theater actor, backstage employee",2024 Adult Compendium of Physical Activities
Occupation,11880,3.5,3,"Soldiers, military marching, unloaded 1.5-2.5 mph","Soldiers, military marching, unloaded 1.5-2.5 mph",2024 Adult Compendium of Physical Activities
Occupation,11882,4.0,3,"Soldiers, military marching, 1.5-2.5 mph, 10 to 30 kg load","Soldiers, military marching, 1.5-2.5 mph, 10 to 30 kg load",2024 Adult Compendium of Physical Activities
Occupation,11884,5.0,4,"Airborne Shuffle, 2.5 to 3.5 mph, 20-30 kg load","Airborne Shuffle, 2.5 to 3.5 mph, 20-30 kg load",2024 Adult Compendium of Physical Activities
Occupation,11886,6.3,5,"Soldiers, military loaded marching, varying terrain, 25-40 kg load","Soldiers, military loaded marching, varying terrain, 25-40 kg load",2024 Adult Compendium of Physical Activities
Occupation,11887,6.0,4,"Soldiers, walking, 2.8 mph, 5% grade, up to 21.5 kg load","Soldiers, walking, 2.8 mph, 5% grade, up to 21.5 kg load",2024 Adult Compendium of Physical Activities
Occupation,11888,8.5,5,"Soldiers, walking, 2.8 mph, 10% grade, up to 21.5 kg load","Soldiers, walking, 2.8 mph, 10% grade, up to 21.5 kg load",2024 Adult Compendium of Physical Activities
Occupation,11889,11.0,5,"Soldiers, walking, 2.8 mph, 15% grade, up to 21.5 kg load","Soldiers, walking, 2.8 mph, 15% grade, up to 21.5 kg load",2024 Adult Compendium of Physical Activities
Occupation,11892,6.0,4,"Military activities, arterial field preparation, digging defensive positions","Military activities, arterial field preparation, digging defensive positions",2024 Adult Compendium of Physical Activities
Running,12010,6.0,4,Jog/walk combination (jogging component of less than 10 minutes),Jog/walk combination (jogging component of less than 10 minutes) (Taylor Code 180),2024 Adult Compendium of Physical Activities
Running,12020,7.5,5,"Jogging, general, self-selected pace","Jogging, general, self-selected pace",2024 Adult Compendium of Physical Activities
Running,12025,4.8,4,"Jogging, in place","Jogging, in place",2024 Adult Compendium of Physical Activities
Running,12026,3.3,3,Jogging 2.6 to 3.7 mph,Jogging 2.6 to 3.7 mph,2024 Adult Compendium of Physical Activities
Running,12027,4.5,4,Jogging on a mini-tramp,Jogging on a mini-tramp,2024 Adult Compendium of Physical Activities
Running,12028,6.5,5,"Running, 4 to 4.2 mph (13 min/mile)","Running, 4 to 4.2 mph (13 min/mile)",2024 Adult Compendium of Physical Activities
Running,12029,7.8,5,Running 4.3 to 4.8 mph,Running 4.3 to 4.8 mph,2024 Adult Compendium of Physical Activities
Running,12030,8.5,5,"Running, 5.0 to 5.2 mph (12 min/mile)","Running, 5.0 to 5.2 mph (12 min/mile)",2024 Adult Compendium of Physical Activities
Running,12045,9.0,5,"Running, 5.5 -5.8 mph","Running, 5.5 -5.8 mph",2024 Adult Compendium of Physical Activities
Running,12050,9.3,5,"Running, 6-6.3 mph (10 min/mile)","Running, 6-6.3 mph (10 min/mile)",2024 Adult Compendium of Physical Activities
Running,12060,10.5,5,"Running, 6.7 mph (9 min/mile)","Running, 6.7 mph (9 min/mile)",2024 Adult Compendium of Physical Activities
Running,12070,11.0,5,"Running, 7 mph (8.5 min/mile)","Running, 7 mph (8.5 min/mile)",2024 Adult Compendium of Physical Activities
Running,12080,11.8,5,"Running, 7.5 mph (8 min/mile)","Running, 7.5 mph (8 min/mile)",2024 Adult Compendium of Physical Activities
Running,12090,12.0,5,"Running, 8 mph (7.5 min/mile)","Running, 8 mph (7.5 min/mile)",2024 Adult Compendium of Physical Activities
Running,12100,12.5,5,"Running, 8.6 mph (7 min/mile)","Running, 8.6 mph (7 min/mile)",2024 Adult Compendium of Physical Activities
Running,12110,13.0,5,"Running, 9 mph (6.5 min/mile)","Running, 9 mph (6.5 min/mile)",2024 Adult Compendium of Physical Activities
Running,12115,14.8,5,"Running, 9.3 to 9.6 mph","Running, 9.3 to 9.6 mph",2024 Adult Compendium of Physical Activities
Running,12120,14.8,5,"Running, 10 mph (6 min/mile)","Running, 10 mph (6 min/mile)",2024 Adult Compendium of Physical Activities
Running,12130,16.8,5,"Running, 11 mph (5.5 min/mile)","Running, 11 mph (5.5 min/mile)",2024 Adult Compendium of Physical Activities
Running,12132,18.5,5,"Running, 12 mph (5.0 min/mile)","Running, 12 mph (5.0 min/mile)",2024 Adult Compendium of Physical Activities
Running,12134,19.8,5,"Running, 13 mph (4.6 min/mile)","Running, 13 mph (4.6 min/mile)",2024 Adult Compendium of Physical Activities
Running,12135,23.0,5,"Running, 14 mph (4.3 min/mile)","Running, 14 mph (4.3 min/mile)",2024 Adult Compendium of Physical Activities
Running,12140,9.3,5,"Running, cross country","Running, cross country",2024 Adult Compendium of Physical Activities
Running,12145,10.5,5,"Running, self-selected pace","Running, self-selected pace",2024 Adult Compendium of Physical Activities
Running,12150,8.0,5,Running,Running (Taylor Code 200),2024 Adult Compendium of Physical Activities
Running,12170,15.0,5,"Running, stairs, up","Running, stairs, up",2024 Adult Compendium of Physical Activities
Running,12180,10.0,5,"Running, on a track, team practice","Running, on a track, team practice",2024 Adult Compendium of Physical Activities
Running,12184,18.0,5,"Running, on track, 500-1500m, competitive","Running, on track, 500-1500m, competitive",2024 Adult Compendium of Physical Activities
Running,12186,19.3,5,"Running, on track, 2000-3000m, competitive","Running, on track, 2000-3000m, competitive",2024 Adult Compendium of Physical Activities
Running,12190,8.0,5,"Running, training, pushing a wheelchair or baby carrier","Running, training, pushing a wheelchair or baby carrier",2024 Adult Compendium of Physical Activities
Running,12200,13.3,5,"Running, marathon","Running, marathon",2024 Adult Compendium of Physical Activities
Running,12255,10.3,5,"Running uphill, 4.5mph, 5% incline","Running uphill, 4.5mph, 5% incline",2024 Adult Compendium of Physical Activities
Running,12260,13.3,5,"Running uphill, 6.0 mph, 5% incline","Running uphill, 6.0 mph, 5% incline",2024 Adult Compendium of Physical Activities
Running,12265,15.5,5,"Running uphill, 7.0 mph, 5% incline","Running uphill, 7.0 mph, 5% incline",2024 Adult Compendium of Physical Activities
Running,12325,17.5,5,"Running uphill, 5.0 to 5.9 mph, 15% incline","Running uphill, 5.0 to 5.9 mph, 15% incline",2024 Adult Compendium of Physical Activities
Running,12335,8.8,5,"Running uphill, 0.6 to 0.79 mph, 30% incline","Running uphill, 0.6 to 0.79 mph, 30% incline",2024 Adult Compendium of Physical Activities
Running,12337,10.3,5,"Running uphill, 0.8 to 0.99 mph, 30% incline","Running uphill, 0.8 to 0.99 mph, 30% incline",2024 Adult Compendium of Physical Activities
Running,12339,11.8,5,"Running uphill, 1.0 to 1.19 mph, 30% incline","Running uphill, 1.0 to 1.19 mph, 30% incline",2024 Adult Compendium of Physical Activities
Running,12341,13.5,5,"Running uphill, 1.2 to 1.39 mph, 30-40% incline","Running uphill, 1.2 to 1.39 mph, 30-40% incline",2024 Adult Compendium of Physical Activities
Running,12343,14.8,5,"Running uphill, 1.4 to 1.59 mph, 30% incline","Running uphill, 1.4 to 1.59 mph, 30% incline",2024 Adult Compendium of Physical Activities
Running,12345,16.3,5,"Running uphill, >1.6mph, 10-30% incline","Running uphill, >1.6mph, 10-30% incline",2024 Adult Compendium of Physical Activities
Running,12350,16.0,5,"Running, hilly terrain, ±100m change in elevation","Running, hilly terrain, ±100m change in elevation",2024 Adult Compendium of Physical Activities
Running,12352,5.8,4,"Running downhill, 5.0 to 5.9 mph, -10% to -15%","Running downhill, 5.0 to 5.9 mph, -10% to -15%",2024 Adult Compendium of Physical Activities
Running,12353,7.5,5,"Running downhill, 6.0 to 6.9 mph, -10% to -15%","Running downhill, 6.0 to 6.9 mph, -10% to -15%",2024 Adult Compendium of Physical Activities
Running,12355,9.0,5,"Running downhill, 7.0 to 8.9 mph, -10% to -15%","Running downhill, 7.0 to 8.9 mph, -10% to -15%",2024 Adult Compendium of Physical Activities
Running,12358,9.3,5,"Running downhill, 6.0 to 7.9 mph, -3% to -9%","Running downhill, 6.0 to 7.9 mph, -3% to -9%",2024 Adult Compendium of Physical Activities
Running,12361,13.8,5,"Running downhill, 8.0 to 10.5 mph, -3% to -9%","Running downhill, 8.0 to 10.5 mph, -3% to -9%",2024 Adult Compendium of Physical Activities
Running,12405,5.3,4,"Running/jogging, curved treadmill, 3.0 to 3.9 mph","Running/jogging, curved treadmill, 3.0 to 3.9 mph",2024 Adult Compendium of Physical Activities
Running,12408,6.5,5,"Running/jogging, curved treadmill, 4.0 to 4.9 mph","Running/jogging, curved treadmill, 4.0 to 4.9 mph",2024 Adult Compendium of Physical Activities
Running,12410,11.0,5,"Running curved treadmill, 5.0 to 5.9 mph","Running curved treadmill, 5.0 to 5.9 mph",2024 Adult Compendium of Physical Activities
Running,12412,12.0,5,"Running curved treadmill, 7.0 to 7.9 mph","Running curved treadmill, 7.0 to 7.9 mph",2024 Adult Compendium of Physical Activities
Running,12414,14.0,5,"Running curved treadmill, 8.0 to 8.9 mph","Running curved treadmill, 8.0 to 8.9 mph",2024 Adult Compendium of Physical Activities
Running,12416,16.8,5,"Running curved treadmill, 9.0 to 9.9 mph","Running curved treadmill, 9.0 to 9.9 mph",2024 Adult Compendium of Physical Activities
Running,12508,8.5,5,"Running, 5.0 - 5.9 mph, 1.0 to 3.0 kg backpack","Running, 5.0 - 5.9 mph, 1.0 to 3.0 kg backpack",2024 Adult Compendium of Physical Activities
Running,12510,9.5,5,"Running, 6.0 - 6.9 mph, 1.0 to 3.0 kg backpack","Running, 6.0 - 6.9 mph, 1.0 to 3.0 kg backpack",2024 Adult Compendium of Physical Activities
Running,12512,9.8,5,"Running, 7.0 - 7.9 mph, 1.0 to 3.0 kg backpack","Running, 7.0 - 7.9 mph, 1.0 to 3.0 kg backpack",2024 Adult Compendium of Physical Activities
Running,12514,12.0,5,"Running, 8.0 - 8.9 mph, 1.0 to 3.0 kg backpack","Running, 8.0 - 8.9 mph, 1.0 to 3.0 kg backpack",2024 Adult Compendium of Physical Activities
Running,12555,7.8,5,"Running, barefoot, 3.5-5.9 mph","Running, barefoot, 3.5-5.9 mph",2024 Adult Compendium of Physical Activities
Running,12560,12.0,5,"Running, barefoot, 6.0-7.9 mph","Running, barefoot, 6.0-7.9 mph",2024 Adult Compendium of Physical Activities
Running,12565,13.5,5,"Running, barefoot, 8.0-8.9 mph","Running, barefoot, 8.0-8.9 mph",2024 Adult Compendium of Physical Activities
Running,12585,8.0,5,"Running, jogging stroller, indoors, 5 mph","Running, jogging stroller, indoors, 5 mph",2024 Adult Compendium of Physical Activities
Running,12588,9.0,5,"Running, jogging stroller, indoors, 6 mph","Running, jogging stroller, indoors, 6 mph",2024 Adult Compendium of Physical Activities
Running,12593,10.0,5,"Running, jogging stroller, outdoors, 5 mph","Running, jogging stroller, outdoors, 5 mph",2024 Adult Compendium of Physical Activities
Running,12595,11.5,5,"Running, jogging stroller, outdoors, 6 mph","Running, jogging stroller, outdoors, 6 mph",2024 Adult Compendium of Physical Activities
Running,12600,11.5,5,"Skipping, 5.5-6.0 mph","Skipping, 5.5-6.0 mph",2024 Adult Compendium of Physical Activities
Running,12620,13.0,5,"Triathlon, Running","Triathlon, Running",2024 Adult Compendium of Physical Activities
Self Care,13000,2.3,2,"Getting ready for bed, general, standing","Getting ready for bed, general, standing",2024 Adult Compendium of Physical Activities
Self Care,13009,2.3,2,"Sitting on toilet, eliminating while standing or squatting","Sitting on toilet, eliminating while standing or squatting",2024 Adult Compendium of Physical Activities
Self Care,13010,1.5,1,"Bathing, sitting","Bathing, sitting",2024 Adult Compendium of Physical Activities
Self Care,13020,2.8,3,"Dressing, undressing, standing or sitting","Dressing, undressing, standing or sitting",2024 Adult Compendium of Physical Activities
Self Care,13030,1.5,1,"Eating, sitting","Eating, sitting",2024 Adult Compendium of Physical Activities
Self Care,13035,2.0,2,"Talking and eating or eating only, standing","Talking and eating or eating only, standing",2024 Adult Compendium of Physical Activities
Self Care,13036,1.5,1,"Taking medication, sitting or standing","Taking medication, sitting or standing",2024 Adult Compendium of Physical Activities
Self Care,13040,2.0,2,"Grooming, washing hands, shaving, brushing teeth, putting on make-up, sitting or standing","Grooming, washing hands, shaving, brushing teeth, putting on make-up, sitting or standing",2024 Adult Compendium of Physical Activities
Self Care,13045,2.5,2,"Hairstyling, standing","Hairstyling, standing",2024 Adult Compendium of Physical Activities
Self Care,13046,1.3,1,"Having hair or nails done by someone else, sitting","Having hair or nails done by someone else, sitting",2024 Adult Compendium of Physical Activities
Self Care,13050,2.0,2,"Showering, toweling off, standing","Showering, toweling off, standing",2024 Adult Compendium of Physical Activities
Sexual Activity,14010,5.8,4,"Active, vigorous effort","Active, vigorous effort",2024 Adult Compendium of Physical Activities
Sexual Activity,14020,3.0,3,"General, moderate effort","General, moderate effort",2024 Adult Compendium of Physical Activities
Sexual Activity,14030,1.8,2,"Passive, light effort, kissing, hugging","Passive, light effort, kissing, hugging",2024 Adult Compendium of Physical Activities
Sports,15000,5.5,4,"Alaska Native Games, Eskimo Olympics, general","Alaska Native Games, Eskimo Olympics, general",2024 Adult Compendium of Physical Activities
Sports,15010,4.3,4,Archery (non-hunting),Archery (non-hunting),2024 Adult Compendium of Physical Activities
Sports,15020,7.0,5,"Badminton, competitive","Badminton, competitive (Taylor Code 450)",2024 Adult Compendium of Physical Activities
Sports,15025,9.0,5,"Badminton, competitive, match play","Badminton, competitive, match play",2024 Adult Compendium of Physical Activities
Sports,15030,5.5,4,"Badminton, social singles and doubles, general","Badminton, social singles and doubles, general",2024 Adult Compendium of Physical Activities
Sports,15040,8.0,5,"Basketball, game","Basketball, game (Taylor Code 490)",2024 Adult Compendium of Physical Activities
Sports,15050,6.0,4,"Basketball, non-game, general","Basketball, non-game, general (Taylor Code 480)",2024 Adult Compendium of Physical Activities
Sports,15055,7.5,5,"Basketball, general","Basketball, general",2024 Adult Compendium of Physical Activities
Sports,15060,7.0,5,"Basketball, officiating","Basketball, officiating (Taylor Code 500)",2024 Adult Compendium of Physical Activities
Sports,15062,5.8,4,"Basketball, officiating","Basketball, officiating",2024 Adult Compendium of Physical Activities
Sports,15070,5.0,4,"Basketball, shooting baskets","Basketball, shooting baskets",2024 Adult Compendium of Physical Activities
Sports,15072,9.3,5,"Basketball, drills, practice","Basketball, drills, practice",2024 Adult Compendium of Physical Activities
Sports,15080,2.5,2,Billiards,Billiards,2024 Adult Compendium of Physical Activities
Sports,15090,3.0,3,Bowling,Bowling (Taylor Code 390),2024 Adult Compendium of Physical Activities
Sports,15092,3.8,3,"Bowling, indoor, bowling alley","Bowling, indoor, bowling alley",2024 Adult Compendium of Physical Activities
Sports,15100,12.3,5,"Boxing, in ring, general","Boxing, in ring, general",2024 Adult Compendium of Physical Activities
Sports,15110,5.8,4,"Boxing, punching bag","Boxing, punching bag",2024 Adult Compendium of Physical Activities
Sports,15113,7.0,5,"Boxing, punching bag, 60 b/min","Boxing, punching bag, 60 b/min",2024 Adult Compendium of Physical Activities
Sports,15115,8.5,5,"Boxing, punching bag, 120 b/min","Boxing, punching bag, 120 b/min",2024 Adult Compendium of Physical Activities
Sports,15118,10.8,5,"Boxing, punching bag, 180 b/min","Boxing, punching bag, 180 b/min",2024 Adult Compendium of Physical Activities
Sports,15120,7.8,5,"Boxing, sparring","Boxing, sparring",2024 Adult Compendium of Physical Activities
Sports,15125,9.3,5,"Boxing, simulated boxing round, exercise","Boxing, simulated boxing round, exercise",2024 Adult Compendium of Physical Activities
Sports,15130,7.0,5,"Broomball Children's games, adults playing (e.g., hopscotch, 4-square, dodge ball, playground apparatus, t-ball, tetherball, marbles, jacks, Sports 15135 5.8 arcade games), moderate effort","Broomball Children's games, adults playing (e.g., hopscotch, 4-square, dodge ball, playground apparatus, t-ball, tetherball, marbles, jacks, Sports 15135 5.8 arcade games), moderate effort",2024 Adult Compendium of Physical Activities
Sports,15138,6.0,4,"Cheerleading, gymnastic moves, competitive","Cheerleading, gymnastic moves, competitive",2024 Adult Compendium of Physical Activities
Sports,15140,4.0,3,"Coaching, football, soccer, basketball, baseball, swimming, etc.","Coaching, football, soccer, basketball, baseball, swimming, etc.",2024 Adult Compendium of Physical Activities
Sports,15142,8.0,5,"Coaching, actively playing sport with players","Coaching, actively playing sport with players",2024 Adult Compendium of Physical Activities
Sports,15150,4.8,4,"Cricket, batting, bowling, fielding","Cricket, batting, bowling, fielding",2024 Adult Compendium of Physical Activities
Sports,15160,3.3,3,Croquet,Croquet,2024 Adult Compendium of Physical Activities
Sports,15170,4.0,3,Curling,Curling,2024 Adult Compendium of Physical Activities
Sports,15180,2.5,2,"Darts, wall or lawn","Darts, wall or lawn",2024 Adult Compendium of Physical Activities
Sports,15190,6.0,4,"Drag racing, pushing or driving a car","Drag racing, pushing or driving a car",2024 Adult Compendium of Physical Activities
Sports,15192,8.5,5,"Auto racing, open wheel","Auto racing, open wheel",2024 Adult Compendium of Physical Activities
Sports,15195,7.8,5,Futsal,Futsal,2024 Adult Compendium of Physical Activities
Sports,15200,6.0,4,"Fencing, general","Fencing, general",2024 Adult Compendium of Physical Activities
Sports,15203,9.8,5,"Fencing, epee, competitive","Fencing, epee, competitive",2024 Adult Compendium of Physical Activities
Sports,15205,10.5,5,Floorball,Floorball,2024 Adult Compendium of Physical Activities
Sports,15210,8.0,5,"Football, competitive","Football, competitive",2024 Adult Compendium of Physical Activities
Sports,15230,8.0,5,"Football, touch, flag, general","Football, touch, flag, general (Taylor Code 510)",2024 Adult Compendium of Physical Activities
Sports,15232,4.0,3,"Football, touch, flag, light effort","Football, touch, flag, light effort",2024 Adult Compendium of Physical Activities
Sports,15235,2.5,2,"Football or baseball, playing catch","Football or baseball, playing catch",2024 Adult Compendium of Physical Activities
Sports,15240,3.0,3,"Frisbee playing, general","Frisbee playing, general",2024 Adult Compendium of Physical Activities
Sports,15250,8.0,5,"Frisbee, ultimate","Frisbee, ultimate",2024 Adult Compendium of Physical Activities
Sports,15252,3.8,3,Frisbee golf,Frisbee golf,2024 Adult Compendium of Physical Activities
Sports,15255,4.5,4,"Golf, general","Golf, general",2024 Adult Compendium of Physical Activities
Sports,15265,4.3,4,"Golf, walking, carrying clubs","Golf, walking, carrying clubs",2024 Adult Compendium of Physical Activities
Sports,15270,3.5,3,"Golf, miniature, driving range","Golf, miniature, driving range",2024 Adult Compendium of Physical Activities
Sports,15285,4.5,4,"Golf, walking, pulling clubs","Golf, walking, pulling clubs",2024 Adult Compendium of Physical Activities
Sports,15290,3.5,3,"Golf, using power cart","Golf, using power cart (Taylor Code 070)",2024 Adult Compendium of Physical Activities
Sports,15300,3.8,3,"Gymnastics, general","Gymnastics, general",2024 Adult Compendium of Physical Activities
Sports,15310,4.0,3,Hacky sack,Hacky sack,2024 Adult Compendium of Physical Activities
Sports,15320,12.0,5,"Handball, general","Handball, general (Taylor Code 520)",2024 Adult Compendium of Physical Activities
Sports,15330,8.0,5,"Handball, team","Handball, team",2024 Adult Compendium of Physical Activities
Sports,15335,4.0,3,"High ropes course, multiple elements","High ropes course, multiple elements",2024 Adult Compendium of Physical Activities
Sports,15340,3.5,3,Hang gliding,Hang gliding,2024 Adult Compendium of Physical Activities
Sports,15350,7.8,5,"Hockey, field","Hockey, field",2024 Adult Compendium of Physical Activities
Sports,15360,8.0,5,"Hockey, ice, general","Hockey, ice, general",2024 Adult Compendium of Physical Activities
Sports,15362,10.0,5,"Hockey, ice, competitive","Hockey, ice, competitive",2024 Adult Compendium of Physical Activities
Sports,15370,5.5,4,"Horseback riding, general","Horseback riding, general",2024 Adult Compendium of Physical Activities
Sports,15380,4.5,4,"Horse grooming, maintenance, saddling tasks","Horse grooming, maintenance, saddling tasks",2024 Adult Compendium of Physical Activities
Sports,15390,5.8,4,"Horseback riding, trotting","Horseback riding, trotting",2024 Adult Compendium of Physical Activities
Sports,15395,7.3,5,"Horseback riding, canter or gallop","Horseback riding, canter or gallop",2024 Adult Compendium of Physical Activities
Sports,15400,3.8,3,"Horseback riding, walking","Horseback riding, walking",2024 Adult Compendium of Physical Activities
Sports,15402,9.0,5,"Horseback riding, jumping","Horseback riding, jumping",2024 Adult Compendium of Physical Activities
Sports,15403,6.0,4,"Horseback riding, reining","Horseback riding, reining",2024 Adult Compendium of Physical Activities
Sports,15406,2.1,2,"Horseback riding, simulator","Horseback riding, simulator",2024 Adult Compendium of Physical Activities
Sports,15408,1.8,2,"Horse cart, driving, standing or sitting","Horse cart, driving, standing or sitting",2024 Adult Compendium of Physical Activities
Sports,15410,3.0,3,"Horseshoe pitching, quoits","Horseshoe pitching, quoits",2024 Adult Compendium of Physical Activities
Sports,15420,12.0,5,Jai alai,Jai alai,2024 Adult Compendium of Physical Activities
Sports,15425,5.3,4,"Martial Arts, different types, slower pace, novice performers, practice","Martial Arts, different types, slower pace, novice performers, practice",2024 Adult Compendium of Physical Activities
Sports,15430,10.3,5,"Martial Arts, different types, moderate pace (e.g., judo, jujitsu, karate, kick boxing, tae kwon do, tai-bo, Muay Thai boxing)","Martial Arts, different types, moderate pace (e.g., judo, jujitsu, karate, kick boxing, tae kwon do, tai-bo, Muay Thai boxing)",2024 Adult Compendium of Physical Activities
Sports,15432,14.3,5,"Taekwondo, combat simulation","Taekwondo, combat simulation",2024 Adult Compendium of Physical Activities
Sports,15433,11.3,5,Judo,Judo,2024 Adult Compendium of Physical Activities
Sports,15440,4.0,3,Juggling,Juggling,2024 Adult Compendium of Physical Activities
Sports,15444,6.5,5,"Kendo, kihon-keiko style, moderate intensity","Kendo, kihon-keiko style, moderate intensity",2024 Adult Compendium of Physical Activities
Sports,15445,9.6,5,"Kendo, kirikaeshi style, high intensity","Kendo, kirikaeshi style, high intensity",2024 Adult Compendium of Physical Activities
